posx,posy,posz,velx,vely,velz
4095191.16845436,-15305514.2329362,-2229493.96931256,4361.93037737343,835.293460010564,2277.80065246291
4099552.89950031,-15304678.194765,-2227216.06021566,4361.5316434098,836.782868740519,2278.01750385447
4103914.23159974,-15303840.6672259,-2224937.93437822,4361.13248500566,838.272196039223,2278.23413356176
4108275.16432891,-15303001.6504002,-2222659.59202192,4360.73290219981,839.761441761934,2278.4505415637
4112635.69726274,-15302161.1443697,-2220381.03336847,4360.33289503118,841.25060576353,2278.66672783923
4116995.82997792,-15301319.1492159,-2218102.25863963,4359.93246353862,842.739687899391,2278.88269236731
4121355.56204844,-15300475.6650213,-2215823.26805714,4359.53160776122,844.228688024116,2279.09843512692
4125714.89305174,-15299630.6918674,-2213544.06184278,4359.13032773788,845.717605993294,2279.31395609706
4130073.82256257,-15298784.2298368,-2211264.64021836,4358.7286235077,847.206441661737,2279.52925525678
4134432.35015741,-15297936.2790116,-2208985.00340569,4358.32649510975,848.695194884753,2279.7443325851
4138790.47541111,-15297086.8394747,-2206705.15162661,4357.92394258321,850.183865517177,2279.95918806111
4143148.19790127,-15296235.9113082,-2204425.085103,4357.52096596716,851.672453414623,2280.1738216639
4147505.51720209,-15295383.4945955,-2202144.80405673,4357.11756530091,853.160958431746,2280.38823337257
4151862.43289058,-15294529.5894191,-2199864.3087097,4356.71374062367,854.649380423982,2280.60242316626
4156218.94454207,-15293674.1958624,-2197583.59928385,4356.30949197476,856.137719246292,2280.81639102413
4160575.05173293,-15292817.3140086,-2195302.67600111,4355.90481939351,857.625974753936,2281.03013692536
4164930.75403961,-15291958.9439408,-2193021.53908347,4355.49972291928,859.114146802184,2281.24366084914
4169286.05103754,-15291099.0857429,-2190740.18875289,4355.09420259153,860.602235246018,2281.4569627747
4173640.94230323,-15290237.7394984,-2188458.6252314,4354.68825844971,862.090239940726,2281.67004268128
4177995.42741323,-15289374.905291,-2186176.84874102,4354.28189053329,863.578160741598,2281.88290054814
4182349.5059431,-15288510.583205,-2183894.8595038,4353.87509888186,865.065997503642,2282.09553635458
4186703.1774698,-15287644.7733241,-2181612.65774181,4353.46788353498,866.553750082266,2282.30795007988
4191056.441569,-15286777.475733,-2179330.24367715,4353.0602445323,868.041418332499,2282.5201417034
4195409.29781806,-15285908.6905156,-2177047.61753193,4352.65218191344,869.529002109857,2282.73211120447
4199761.74579168,-15285038.417757,-2174764.77952826,4352.24369571821,871.016501269089,2282.94385856247
4204113.78506803,-15284166.6575415,-2172481.72988833,4351.83478598625,872.50391566593,2283.15538375679
4208465.41522254,-15283293.4099541,-2170198.46883429,4351.42545275743,873.991245155337,2283.36668676685
4212816.63583244,-15282418.6750796,-2167914.99658834,4351.01569607153,875.478489592768,2283.57776757208
4217167.44647325,-15281542.4530034,-2165631.3133727,4350.6055159685,876.965648833202,2283.78862615195
4221517.84672331,-15280664.7438104,-2163347.41940959,4350.19491248814,878.452722732401,2283.99926248594
4225867.83615718,-15279785.5475865,-2161063.31492129,4349.78388567054,879.939711145068,2284.20967655354
4230217.41435291,-15278904.8644169,-2158779.00013006,4349.37243555562,881.426613926884,2284.41986833428
4234566.58088724,-15278022.6943873,-2156494.4752582,4348.96056218341,882.913430933155,2284.6298378077
4238915.33533626,-15277139.0375837,-2154209.74052803,4348.54826559403,884.400162018998,2284.83958495338
4243263.67727777,-15276253.8940919,-2151924.79616189,4348.13554582755,885.886807040021,2285.0491097509
4247611.60628691,-15275367.2639985,-2149639.64238213,4347.72240292424,887.373365851069,2285.25841217986
4251959.12194229,-15274479.1473892,-2147354.27941113,4347.30883692419,888.859838307963,2285.46749221992
4256306.22381979,-15273589.5443507,-2145068.7074713,4346.89484786771,890.346224265754,2285.6763498507
4260652.91149708,-15272698.4549696,-2142782.92678505,4346.48043579506,891.832523579993,2285.8849850519
4264999.1845501,-15271805.8793327,-2140496.93757482,4346.06560074661,893.318736105747,2286.09339780321
4269345.04255763,-15270911.8175264,-2138210.74006308,4345.65034276264,894.804861698871,2286.30158808435
4273690.48509506,-15270016.2696383,-2135924.33447229,4345.23466188366,896.290900214263,2286.50955587505
4278035.5117405,-15269119.2357551,-2133637.72102497,4344.81855815006,897.77685150759,2286.71730115508
4282380.12207047,-15268220.7159644,-2131350.89994364,4344.40203160237,899.262715434068,2286.92482390422
4286724.31566283,-15267320.7103535,-2129063.87145083,4343.98508228109,900.748491849285,2287.13212410227
4291068.09209417,-15266419.21901,-2126776.6357691,4343.56771022683,902.234180608462,2287.33920172907
4295411.4509421,-15265516.2420217,-2124489.19312104,4343.14991548019,903.719781567116,2287.54605676447
4299754.39178429,-15264611.7794762,-2122201.54372925,4342.73169808181,905.205294580772,2287.75268918832
4304096.91419745,-15263705.8314619,-2119913.68781635,4342.31305807243,906.690719504682,2287.95909898053
4308439.0177593,-15262798.3980668,-2117625.62560499,4341.89399549275,908.176056194379,2288.165286121
4312780.70204764,-15261889.4793791,-2115337.35731781,4341.47451038355,909.661304505421,2288.37125058968
4317121.96663928,-15260979.0754874,-2113048.88317751,4341.0546027857,911.146464293074,2288.57699236651
4321462.81111278,-15260067.18648,-2110760.2034068,4340.63427273998,912.631535413105,2288.78251143148
4325803.23504401,-15259153.8124462,-2108471.31822837,4340.2135202874,914.116517720509,2288.98780776459
4330143.23801228,-15258238.9534744,-2106182.22786499,4339.79234546882,915.601411071258,2289.19288134586
4334482.81959422,-15257322.6096538,-2103892.93253942,4339.37074832528,917.086215320564,2289.39773215532
4338821.97936822,-15256404.7810735,-2101603.43247442,4338.94872889776,918.570930324127,2289.60236017306
4343160.71691098,-15255485.4678231,-2099313.72789282,4338.52628722739,920.055555937167,2289.80676537914
4347499.03180199,-15254564.6699915,-2097023.81901742,4338.10342335518,921.540092015697,2290.01094775369
4351836.92361702,-15253642.387669,-2094733.70607107,4337.68013732241,923.024538414667,2290.21490727683
4356174.39193598,-15252718.6209447,-2092443.38927664,4337.25642917014,924.508894990201,2290.41864392872
4360511.43633472,-15251793.3699091,-2090152.86885699,4336.83229893973,925.993161597268,2290.62215768952
4364848.05639323,-15250866.6346516,-2087862.14503504,4336.40774667234,927.477338092008,2290.82544853944
4369184.25168779,-15249938.415263,-2085571.2180337,4335.98277240937,928.961424329507,2291.02851645868
4373520.0217971,-15249008.7118333,-2083280.08807591,4335.55737619215,930.445420165531,2291.23136142749
4377855.36629925,-15248077.524453,-2080988.75538465,4335.13155806206,931.92932545567,2291.43398342613
4382190.28477265,-15247144.8532126,-2078697.22018287,4334.70531806054,933.413140055613,2291.63638243488
4386524.77679481,-15246210.6982032,-2076405.48269359,4334.27865622909,934.896863820768,2291.83855843404
4390858.84194457,-15245275.0595154,-2074113.54313982,4333.85157260921,936.380496606946,2292.04051140394
4395192.4797995,-15244337.9372404,-2071821.40174461,4333.42406724248,937.86403826957,2292.24224132493
4399525.68993819,-15243399.3314694,-2069529.05873101,4332.9961401705,939.347488664368,2292.44374817737
4403858.47193933,-15242459.2422936,-2067236.51432209,4332.56779143488,940.830847647074,2292.64503194165
4408190.82538058,-15241517.6698047,-2064943.76874097,4332.13902107736,942.314115073146,2292.84609259819
4412522.74984101,-15240574.6140941,-2062650.82221075,4331.70982913961,943.797290798427,2293.04693012743
4416854.2448984,-15239630.0752538,-2060357.67495458,4331.28021566345,945.280374678397,2293.24754450981
4421185.31013154,-15238684.0533755,-2058064.3271956,4330.85018069065,946.763366568818,2293.44793572581
4425515.94511934,-15237736.5485514,-2055770.779157,4330.41972426306,948.246266325478,2293.64810375594
4429846.14943966,-15236787.5608737,-2053477.03106197,4329.9888464226,949.729073803876,2293.84804858071
4434175.92267144,-15235837.0904347,-2051183.08313372,4329.55754721117,951.211788859804,2294.04777018067
4438505.26439368,-15234885.1373269,-2048888.9355955,4329.12582667074,952.694411349071,2294.24726853638
4442834.1741844,-15233931.701643,-2046594.58867055,4328.69368484335,954.176941127204,2294.44654362842
4447162.65162335,-15232976.7834756,-2044300.04258215,4328.261121771,955.659378050223,2294.64559543741
4451490.69628759,-15232020.382918,-2042005.29755358,4327.82813749589,957.141721973378,2294.84442394397
4455818.30775766,-15231062.5000628,-2039710.35380818,4327.39473206004,958.623972752902,2295.04302912876
4460145.48561139,-15230103.1350036,-2037415.21156925,4326.96090550569,960.106130244261,2295.24141097244
4464472.22942836,-15229142.2878335,-2035119.87106017,4326.52665787503,961.588194303405,2295.43956945571
4468798.5387865,-15228179.9586463,-2032824.33250428,4326.09198921038,963.070164785828,2295.63750455929
4473124.4132665,-15227216.1475352,-2030528.59612499,4325.65689955391,964.552041547792,2295.83521626392
4477449.85244569,-15226250.8545945,-2028232.6621457,4325.2213889481,966.033824444604,2296.03270455035
4481774.85590415,-15225284.0799177,-2025936.53078985,4324.78545743524,967.515513332356,2296.22996939938
4486099.42322032,-15224315.8235993,-2023640.20228087,4324.34910505782,968.997108066663,2296.42701079179
4490423.55397404,-15223346.0857331,-2021343.67684223,4323.91233185824,970.478608503541,2296.62382870841
4494747.24774383,-15222374.8664138,-2019046.95469743,4323.47513787905,971.960014498624,2296.8204231301
4499070.50410926,-15221402.1657358,-2016750.03606996,4323.03752316279,973.441325907845,2297.01679403772
4503393.32264997,-15220427.9837936,-2014452.92118334,4322.599487752,974.922542587149,2297.21294141216
4507715.7029446,-15219452.3206823,-2012155.61026113,4322.16103168938,976.403664392197,2297.40886523434
4512037.64457285,-15218475.1764966,-2009858.10352688,4321.72215501755,977.884691178952,2297.60456548518
4516359.14711449,-15217496.5513317,-2007560.40120417,4321.28285777921,979.365622803384,2297.80004214564
4520680.21014829,-15216516.4452829,-2005262.5035166,4320.84314001715,980.846459121187,2297.99529519671
4525000.83325476,-15215534.8584452,-2002964.4106878,4320.4030017741,982.327199988539,2298.19032461937
4529321.01601174,-15214551.7909148,-2000666.12294139,4319.96244309299,983.807845260863,2298.38513039465
4533640.75800052,-15213567.2427868,-1998367.64050104,4319.5214640166,985.288394794553,2298.57971250359
4537960.05879971,-15212581.2141572,-1996068.96359042,4319.08006458789,986.768848445239,2298.77407092726
4542278.91798965,-15211593.7051219,-1993770.09243323,4318.63824484979,988.249206069047,2298.96820564674
4546597.33514903,-15210604.7157773,-1991471.02725318,4318.19600484535,989.729467521623,2299.16211664314
4550915.30985931,-15209614.2462191,-1989171.76827401,4317.75334461751,991.209632659402,2299.35580389759
4555232.84169826,-15208622.2965442,-1986872.31571945,4317.31026420945,992.689701337762,2299.54926739125
4559549.93024773,-15207628.8668486,-1984572.6698133,4316.86676366419,994.169673413246,2299.74250710528
4563866.5750856,-15206633.9572297,-1982272.83077932,4316.422843025,995.649548741261,2299.93552302087
4568182.77579314,-15205637.5677837,-1979972.79884134,4315.978502335,997.129327178174,2300.12831511926
4572498.53195066,-15204639.6986076,-1977672.57422317,4315.5337416374,998.609008580076,2300.32088338166
4576813.84313648,-15203640.349799,-1975372.15714867,4315.08856097561,1000.08859280249,2300.51322778936
4581128.70893269,-15202639.5214545,-1973071.5478417,4314.6429603928,1001.56807970202,2300.70534832362
4585443.12891735,-15201637.2136721,-1970770.74652614,4314.19693993247,1003.0474691341,2300.89724496575
4589757.10267232,-15200633.4265489,-1968469.75342588,4313.75049963793,1004.52676095525,2301.08891769708
4594070.62977641,-15199628.160183,-1966168.56876486,4313.30363955269,1006.00595502112,2301.28036649895
