"Time (EpSec)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
64.016,-2575.928081,-4618.562579,3554.476115,-0.164715,-0.045470,-0.142589
64.216,-2575.961100,-4618.571692,3554.447529,-0.165440,-0.045666,-0.143218
64.416,-2575.994263,-4618.580845,3554.418817,-0.166163,-0.045868,-0.143847
64.616,-2576.027572,-4618.590038,3554.389979,-0.166888,-0.046066,-0.144476
64.816,-2576.061025,-4618.599271,3554.361015,-0.167614,-0.046265,-0.145103
65.016,-2576.094624,-4618.608543,3554.331925,-0.168337,-0.046465,-0.145732
65.216,-2576.128367,-4618.617855,3554.302710,-0.169062,-0.046662,-0.146361
65.416,-2576.162255,-4618.627207,3554.273369,-0.169786,-0.046862,-0.146990
65.616,-2576.196289,-4618.636599,3554.243902,-0.170511,-0.047060,-0.147618
65.816,-2576.230467,-4618.646031,3554.214309,-0.171235,-0.047260,-0.148247
66.016,-2576.264733,-4618.655487,3554.184640,-0.171317,-0.047281,-0.148320
66.216,-2576.299000,-4618.664942,3554.154970,-0.171317,-0.047281,-0.148320
66.416,-2576.333267,-4618.674398,3554.125300,-0.171316,-0.047278,-0.148322
66.616,-2576.367534,-4618.683853,3554.095629,-0.171316,-0.047277,-0.148323
66.816,-2576.401800,-4618.693308,3554.065958,-0.171314,-0.047276,-0.148324
67.016,-2576.436067,-4618.702763,3554.036287,-0.171314,-0.047276,-0.148325
67.216,-2576.470333,-4618.712218,3554.006616,-0.171313,-0.047274,-0.148326
67.416,-2576.504600,-4618.721672,3553.976945,-0.171313,-0.047274,-0.148326
67.616,-2576.538866,-4618.731126,3553.947273,-0.171312,-0.047272,-0.148327
67.816,-2576.573132,-4618.740580,3553.917601,-0.171312,-0.047270,-0.148328
68.016,-2576.607398,-4618.750033,3553.887929,-0.171311,-0.047269,-0.148329
68.216,-2576.641664,-4618.759487,3553.858257,-0.171310,-0.047266,-0.148331
68.416,-2576.675930,-4618.768940,3553.828584,-0.171309,-0.047267,-0.148331
68.616,-2576.710195,-4618.778393,3553.798912,-0.171308,-0.047266,-0.148332
68.816,-2576.744461,-4618.787845,3553.769239,-0.171308,-0.047264,-0.148333
69.016,-2576.778727,-4618.797298,3553.739566,-0.171307,-0.047262,-0.148335
69.216,-2576.812992,-4618.806750,3553.709892,-0.171306,-0.047262,-0.148336
69.416,-2576.847257,-4618.816202,3553.680219,-0.171306,-0.047260,-0.148336
69.616,-2576.881522,-4618.825654,3553.650545,-0.171305,-0.047259,-0.148337
69.816,-2576.915787,-4618.835105,3553.620871,-0.171304,-0.047259,-0.148338
70.016,-2576.950052,-4618.844556,3553.591197,-0.171304,-0.047256,-0.148339
70.216,-2576.984317,-4618.854007,3553.561523,-0.171303,-0.047256,-0.148340
70.416,-2577.018581,-4618.863458,3553.531848,-0.171302,-0.047255,-0.148341
70.616,-2577.052846,-4618.872909,3553.502173,-0.171301,-0.047252,-0.148342
70.816,-2577.087110,-4618.882359,3553.472498,-0.171301,-0.047252,-0.148343
71.016,-2577.121375,-4618.891809,3553.442823,-0.171300,-0.047250,-0.148344
71.216,-2577.155639,-4618.901259,3553.413148,-0.171300,-0.047249,-0.148345
71.416,-2577.189903,-4618.910708,3553.383472,-0.171300,-0.047248,-0.148345
71.616,-2577.224167,-4618.920158,3553.353797,-0.171298,-0.047247,-0.148347
71.816,-2577.258431,-4618.929607,3553.324121,-0.171298,-0.047245,-0.148348
72.016,-2577.292695,-4618.939056,3553.294444,-0.171297,-0.047245,-0.148348
72.216,-2577.326958,-4618.948504,3553.264768,-0.171297,-0.047243,-0.148349
72.416,-2577.361221,-4618.957953,3553.235091,-0.171295,-0.047242,-0.148351
72.616,-2577.395485,-4618.967401,3553.205414,-0.171295,-0.047240,-0.148352
72.816,-2577.429748,-4618.976849,3553.175737,-0.171295,-0.047240,-0.148352
73.016,-2577.464012,-4618.986296,3553.146060,-0.171293,-0.047238,-0.148354
73.216,-2577.498274,-4618.995744,3553.116383,-0.171293,-0.047238,-0.148354
73.416,-2577.532537,-4619.005191,3553.086705,-0.171292,-0.047236,-0.148355
73.616,-2577.566800,-4619.014638,3553.057027,-0.171292,-0.047233,-0.148356
73.816,-2577.601063,-4619.024085,3553.027349,-0.171291,-0.047234,-0.148357
74.016,-2577.635326,-4619.033531,3552.997671,-0.171290,-0.047233,-0.148358
74.216,-2577.669588,-4619.042977,3552.967992,-0.171289,-0.047231,-0.148359
74.416,-2577.703850,-4619.052423,3552.938314,-0.171289,-0.047230,-0.148359
74.616,-2577.738113,-4619.061869,3552.908635,-0.171288,-0.047230,-0.148361
74.816,-2577.772375,-4619.071315,3552.878955,-0.171288,-0.047227,-0.148361
75.016,-2577.806637,-4619.080760,3552.849276,-0.171287,-0.047226,-0.148362
75.216,-2577.840899,-4619.090205,3552.819597,-0.171286,-0.047224,-0.148364
75.416,-2577.875160,-4619.099650,3552.789917,-0.171286,-0.047223,-0.148365
75.616,-2577.909422,-4619.109094,3552.760237,-0.171285,-0.047221,-0.148365
75.816,-2577.943684,-4619.118539,3552.730557,-0.171284,-0.047221,-0.148367
76.016,-2577.977945,-4619.127983,3552.700876,-0.171284,-0.047220,-0.148367
76.216,-2578.012207,-4619.137427,3552.671196,-0.171283,-0.047219,-0.148368
76.416,-2578.046468,-4619.146870,3552.641515,-0.171282,-0.047219,-0.148369
76.616,-2578.080729,-4619.156314,3552.611834,-0.171281,-0.047217,-0.148370
76.816,-2578.114990,-4619.165757,3552.582153,-0.171281,-0.047214,-0.148371
77.016,-2578.149251,-4619.175200,3552.552471,-0.171280,-0.047214,-0.148372
77.216,-2578.183512,-4619.184642,3552.522790,-0.171280,-0.047212,-0.148373
77.416,-2578.217772,-4619.194085,3552.493108,-0.171278,-0.047211,-0.148374
77.616,-2578.252033,-4619.203527,3552.463426,-0.171278,-0.047209,-0.148375
77.816,-2578.286294,-4619.212969,3552.433744,-0.171278,-0.047209,-0.148375
78.016,-2578.320554,-4619.222411,3552.404061,-0.171277,-0.047207,-0.148377
78.216,-2578.354814,-4619.231852,3552.374379,-0.171276,-0.047206,-0.148378
78.416,-2578.389074,-4619.241293,3552.344696,-0.171275,-0.047206,-0.148378
78.616,-2578.423334,-4619.250734,3552.315013,-0.171274,-0.047204,-0.148380
78.816,-2578.457594,-4619.260175,3552.285329,-0.171274,-0.047202,-0.148381
79.016,-2578.491854,-4619.269616,3552.255646,-0.171274,-0.047202,-0.148381
79.216,-2578.526114,-4619.279056,3552.225962,-0.171273,-0.047200,-0.148383
79.416,-2578.560373,-4619.288496,3552.196278,-0.171272,-0.047199,-0.148384
79.616,-2578.594632,-4619.297936,3552.166594,-0.171271,-0.047197,-0.148385
79.816,-2578.628892,-4619.307375,3552.136910,-0.171271,-0.047197,-0.148384
80.016,-2578.663151,-4619.316815,3552.107225,-0.171270,-0.047195,-0.148386
80.216,-2578.697410,-4619.326254,3552.077540,-0.171269,-0.047195,-0.148387
80.416,-2578.731669,-4619.335693,3552.047856,-0.171268,-0.047193,-0.148388
80.616,-2578.765928,-4619.345131,3552.018170,-0.171268,-0.047193,-0.148389
80.816,-2578.800187,-4619.354570,3551.988485,-0.171267,-0.047190,-0.148390
81.016,-2578.834445,-4619.364008,3551.958799,-0.171266,-0.047190,-0.148391
81.216,-2578.868704,-4619.373446,3551.929114,-0.171266,-0.047188,-0.148392
81.416,-2578.902962,-4619.382883,3551.899428,-0.171265,-0.047188,-0.148393
81.616,-2578.937221,-4619.392321,3551.869742,-0.171264,-0.047186,-0.148394
81.816,-2578.971479,-4619.401758,3551.840055,-0.171264,-0.047184,-0.148394
82.016,-2579.005737,-4619.411195,3551.810368,-0.171263,-0.047183,-0.148395
82.216,-2579.039995,-4619.420632,3551.780682,-0.171263,-0.047183,-0.148396
82.416,-2579.074253,-4619.430068,3551.750995,-0.171262,-0.047181,-0.148397
82.616,-2579.108510,-4619.439505,3551.721307,-0.171262,-0.047181,-0.148398
82.816,-2579.142768,-4619.448941,3551.691620,-0.171260,-0.047178,-0.148400
83.016,-2579.177026,-4619.458376,3551.661932,-0.171260,-0.047177,-0.148400
83.216,-2579.211283,-4619.467812,3551.632245,-0.171259,-0.047176,-0.148401
83.416,-2579.245540,-4619.477247,3551.602557,-0.171258,-0.047175,-0.148403
83.616,-2579.279797,-4619.486682,3551.572868,-0.171258,-0.047174,-0.148403
83.816,-2579.314054,-4619.496117,3551.543180,-0.171257,-0.047173,-0.148403
84.016,-2579.348311,-4619.505552,3551.513491,-0.171256,-0.047170,-0.148405
84.216,-2579.382568,-4619.514986,3551.483802,-0.171256,-0.047170,-0.148405
84.416,-2579.416825,-4619.524420,3551.454113,-0.171256,-0.047168,-0.148406
84.616,-2579.451081,-4619.533854,3551.424424,-0.171255,-0.047168,-0.148407
84.816,-2579.485338,-4619.543288,3551.394734,-0.171254,-0.047166,-0.148409
85.016,-2579.519594,-4619.552721,3551.365044,-0.171253,-0.047166,-0.148409
85.216,-2579.553851,-4619.562154,3551.335355,-0.171252,-0.047164,-0.148411
85.416,-2579.588107,-4619.571587,3551.305665,-0.171252,-0.047162,-0.148412
85.616,-2579.622363,-4619.581020,3551.275974,-0.171251,-0.047162,-0.148412
85.816,-2579.656619,-4619.590452,3551.246284,-0.171250,-0.047162,-0.148413
86.016,-2579.690875,-4619.599884,3551.216593,-0.171249,-0.047159,-0.148415
86.216,-2579.725130,-4619.609316,3551.186902,-0.171249,-0.047159,-0.148415
86.416,-2579.759386,-4619.618748,3551.157211,-0.171249,-0.047157,-0.148416
86.616,-2579.793641,-4619.628180,3551.127519,-0.171248,-0.047157,-0.148417
86.816,-2579.827897,-4619.637611,3551.097828,-0.171246,-0.047154,-0.148419
87.016,-2579.862152,-4619.647042,3551.068136,-0.171247,-0.047152,-0.148419
87.216,-2579.896407,-4619.656473,3551.038444,-0.171246,-0.047152,-0.148420
87.416,-2579.930662,-4619.665903,3551.008752,-0.171245,-0.047150,-0.148421
87.616,-2579.964917,-4619.675334,3550.979059,-0.171244,-0.047149,-0.148422
87.816,-2579.999172,-4619.684764,3550.949367,-0.171243,-0.047147,-0.148423
88.016,-2580.033426,-4619.694193,3550.919674,-0.171242,-0.047147,-0.148424
88.216,-2580.067681,-4619.703623,3550.889981,-0.171242,-0.047145,-0.148425
88.416,-2580.101935,-4619.713052,3550.860288,-0.171241,-0.047145,-0.148426
88.616,-2580.136190,-4619.722482,3550.830594,-0.171241,-0.047144,-0.148427
88.816,-2580.170444,-4619.731910,3550.800900,-0.171240,-0.047142,-0.148428
89.016,-2580.204698,-4619.741339,3550.771206,-0.171239,-0.047140,-0.148429
89.216,-2580.238952,-4619.750767,3550.741512,-0.171239,-0.047140,-0.148429
89.416,-2580.273206,-4619.760196,3550.711818,-0.171238,-0.047138,-0.148431
89.616,-2580.307460,-4619.769624,3550.682124,-0.171237,-0.047138,-0.148431
89.816,-2580.341713,-4619.779051,3550.652429,-0.171237,-0.047134,-0.148432
90.016,-2580.375967,-4619.788479,3550.622734,-0.171236,-0.047135,-0.148433
90.216,-2580.410220,-4619.797906,3550.593039,-0.171235,-0.047133,-0.148434
90.416,-2580.444473,-4619.807333,3550.563344,-0.171234,-0.047133,-0.148435
90.616,-2580.478727,-4619.816760,3550.533648,-0.171234,-0.047132,-0.148436
90.816,-2580.512980,-4619.826186,3550.503952,-0.171233,-0.047130,-0.148437
91.016,-2580.547233,-4619.835612,3550.474256,-0.171233,-0.047127,-0.148438
91.216,-2580.581486,-4619.845038,3550.444560,-0.171232,-0.047128,-0.148439
91.416,-2580.615738,-4619.854464,3550.414864,-0.171231,-0.047126,-0.148440
91.616,-2580.649991,-4619.863890,3550.385167,-0.171230,-0.047126,-0.148441
91.816,-2580.684244,-4619.873315,3550.355470,-0.171230,-0.047123,-0.148441
92.016,-2580.718496,-4619.882740,3550.325773,-0.171229,-0.047123,-0.148443
92.216,-2580.752748,-4619.892165,3550.296076,-0.171229,-0.047122,-0.148443
92.416,-2580.787000,-4619.901590,3550.266379,-0.171228,-0.047119,-0.148445
92.616,-2580.821252,-4619.911014,3550.236681,-0.171227,-0.047119,-0.148446
92.816,-2580.855504,-4619.920438,3550.206983,-0.171226,-0.047119,-0.148447
93.016,-2580.889756,-4619.929862,3550.177285,-0.171226,-0.047116,-0.148447
93.216,-2580.924008,-4619.939286,3550.147587,-0.171225,-0.047116,-0.148449
93.416,-2580.958259,-4619.948709,3550.117889,-0.171224,-0.047115,-0.148449
93.616,-2580.992511,-4619.958132,3550.088190,-0.171224,-0.047113,-0.148450
93.816,-2581.026762,-4619.967555,3550.058491,-0.171224,-0.047112,-0.148451
94.016,-2581.061014,-4619.976978,3550.028792,-0.171222,-0.047112,-0.148452
94.216,-2581.095265,-4619.986400,3549.999093,-0.171222,-0.047109,-0.148453
94.416,-2581.129516,-4619.995822,3549.969393,-0.171221,-0.047108,-0.148453
94.616,-2581.163767,-4620.005244,3549.939694,-0.171220,-0.047106,-0.148455
94.816,-2581.198018,-4620.014666,3549.909994,-0.171220,-0.047104,-0.148456
95.016,-2581.232269,-4620.024088,3549.880293,-0.171219,-0.047104,-0.148457
95.216,-2581.266519,-4620.033509,3549.850593,-0.171218,-0.047103,-0.148458
95.416,-2581.300769,-4620.042930,3549.820893,-0.171218,-0.047102,-0.148458
95.616,-2581.335020,-4620.052351,3549.791192,-0.171217,-0.047102,-0.148459
95.816,-2581.369270,-4620.061771,3549.761491,-0.171216,-0.047101,-0.148460
96.016,-2581.403520,-4620.071192,3549.731790,-0.171215,-0.047098,-0.148462
96.216,-2581.437770,-4620.080612,3549.702088,-0.171214,-0.047097,-0.148463
96.416,-2581.472020,-4620.090032,3549.672387,-0.171214,-0.047095,-0.148463
96.616,-2581.506270,-4620.099451,3549.642685,-0.171213,-0.047095,-0.148464
96.816,-2581.540520,-4620.108871,3549.612983,-0.171213,-0.047095,-0.148465
97.016,-2581.574769,-4620.118290,3549.583281,-0.171213,-0.047091,-0.148466
97.216,-2581.609019,-4620.127709,3549.553579,-0.171212,-0.047090,-0.148467
97.416,-2581.643268,-4620.137127,3549.523876,-0.171211,-0.047090,-0.148468
97.616,-2581.677517,-4620.146546,3549.494173,-0.171210,-0.047088,-0.148469
97.816,-2581.711766,-4620.155964,3549.464470,-0.171210,-0.047088,-0.148470
98.016,-2581.746015,-4620.165382,3549.434767,-0.171208,-0.047085,-0.148472
98.216,-2581.780264,-4620.174800,3549.405064,-0.171208,-0.047085,-0.148472
98.416,-2581.814513,-4620.184217,3549.375360,-0.171208,-0.047083,-0.148473
98.616,-2581.848762,-4620.193634,3549.345656,-0.171207,-0.047083,-0.148473
98.816,-2581.883010,-4620.203051,3549.315952,-0.171206,-0.047081,-0.148475
99.016,-2581.917259,-4620.212468,3549.286248,-0.171206,-0.047080,-0.148475
99.216,-2581.951507,-4620.221885,3549.256543,-0.171205,-0.047078,-0.148476
99.416,-2581.985755,-4620.231301,3549.226839,-0.171205,-0.047077,-0.148477
99.616,-2582.020003,-4620.240717,3549.197134,-0.171204,-0.047076,-0.148478
99.816,-2582.054251,-4620.250133,3549.167429,-0.171203,-0.047076,-0.148479
100.016,-2582.088499,-4620.259548,3549.137723,-0.171202,-0.047073,-0.148480
100.216,-2582.122747,-4620.268964,3549.108018,-0.171201,-0.047073,-0.148481
100.416,-2582.156994,-4620.278379,3549.078312,-0.171201,-0.047071,-0.148482
100.616,-2582.191242,-4620.287793,3549.048606,-0.171200,-0.047070,-0.148484
100.816,-2582.225489,-4620.297208,3549.018900,-0.171199,-0.047070,-0.148484
101.016,-2582.259737,-4620.306623,3548.989194,-0.171199,-0.047069,-0.148485
101.216,-2582.293984,-4620.316037,3548.959487,-0.171198,-0.047066,-0.148486
101.416,-2582.328231,-4620.325450,3548.929781,-0.171197,-0.047065,-0.148487
101.616,-2582.362478,-4620.334864,3548.900073,-0.171197,-0.047063,-0.148488
101.816,-2582.396725,-4620.344278,3548.870366,-0.171196,-0.047064,-0.148488
102.016,-2582.430972,-4620.353691,3548.840659,-0.171195,-0.047061,-0.148490
102.216,-2582.465218,-4620.363104,3548.810951,-0.171195,-0.047059,-0.148491
102.416,-2582.499464,-4620.372516,3548.781244,-0.171194,-0.047059,-0.148491
102.616,-2582.533711,-4620.381929,3548.751536,-0.171194,-0.047059,-0.148492
102.816,-2582.567957,-4620.391341,3548.721827,-0.171193,-0.047057,-0.148493
103.016,-2582.602203,-4620.400753,3548.692119,-0.171193,-0.047054,-0.148494
103.216,-2582.636449,-4620.410165,3548.662410,-0.171191,-0.047054,-0.148495
103.416,-2582.670695,-4620.419576,3548.632702,-0.171190,-0.047055,-0.148496
103.616,-2582.704941,-4620.428988,3548.602992,-0.171190,-0.047052,-0.148497
103.816,-2582.739187,-4620.438399,3548.573283,-0.171189,-0.047051,-0.148498
104.016,-2582.773433,-4620.447810,3548.543574,-0.171188,-0.047049,-0.148500
104.216,-2582.807678,-4620.457220,3548.513864,-0.171188,-0.047048,-0.148500
104.416,-2582.841923,-4620.466630,3548.484154,-0.171187,-0.047048,-0.148501
104.616,-2582.876169,-4620.476041,3548.454444,-0.171187,-0.047046,-0.148502
104.816,-2582.910414,-4620.485450,3548.424734,-0.171185,-0.047045,-0.148503
105.016,-2582.944659,-4620.494860,3548.395023,-0.171185,-0.047045,-0.148503
105.216,-2582.978904,-4620.504269,3548.365313,-0.171184,-0.047042,-0.148505
105.416,-2583.013148,-4620.513679,3548.335602,-0.171184,-0.047041,-0.148506
105.616,-2583.047393,-4620.523088,3548.305891,-0.171183,-0.047040,-0.148507
105.816,-2583.081638,-4620.532496,3548.276179,-0.171182,-0.047038,-0.148508
106.016,-2583.115882,-4620.541905,3548.246468,-0.171182,-0.047038,-0.148508
106.216,-2583.150127,-4620.551313,3548.216756,-0.171181,-0.047035,-0.148510
106.416,-2583.184371,-4620.560721,3548.187044,-0.171181,-0.047034,-0.148510
106.616,-2583.218615,-4620.570128,3548.157332,-0.171181,-0.047033,-0.148511
106.816,-2583.252859,-4620.579536,3548.127620,-0.171179,-0.047033,-0.148512
107.016,-2583.287103,-4620.588943,3548.097907,-0.171179,-0.047030,-0.148513
107.216,-2583.321347,-4620.598350,3548.068194,-0.171178,-0.047030,-0.148514
107.416,-2583.355590,-4620.607757,3548.038481,-0.171177,-0.047027,-0.148515
107.616,-2583.389834,-4620.617164,3548.008768,-0.171177,-0.047027,-0.148516
107.816,-2583.424077,-4620.626570,3547.979055,-0.171176,-0.047026,-0.148517
108.016,-2583.458321,-4620.635976,3547.949341,-0.171175,-0.047026,-0.148518
108.216,-2583.492564,-4620.645382,3547.919627,-0.171174,-0.047023,-0.148519
108.416,-2583.526807,-4620.654787,3547.889913,-0.171174,-0.047022,-0.148520
108.616,-2583.561050,-4620.664193,3547.860199,-0.171173,-0.047021,-0.148521
108.816,-2583.595293,-4620.673598,3547.830485,-0.171172,-0.047020,-0.148522
109.016,-2583.629536,-4620.683003,3547.800770,-0.171171,-0.047020,-0.148523
109.216,-2583.663778,-4620.692407,3547.771055,-0.171170,-0.047019,-0.148524
109.416,-2583.698020,-4620.701812,3547.741340,-0.171170,-0.047017,-0.148524
109.616,-2583.732263,-4620.711216,3547.711625,-0.171170,-0.047016,-0.148525
109.816,-2583.766505,-4620.720620,3547.681909,-0.171169,-0.047013,-0.148527
110.016,-2583.800748,-4620.730023,3547.652194,-0.171167,-0.047014,-0.148528
110.216,-2583.834990,-4620.739427,3547.622478,-0.171168,-0.047011,-0.148528
110.416,-2583.869231,-4620.748830,3547.592762,-0.171167,-0.047011,-0.148528
110.616,-2583.903473,-4620.758233,3547.563045,-0.171166,-0.047009,-0.148530
110.816,-2583.937715,-4620.767636,3547.533329,-0.171165,-0.047007,-0.148532
111.016,-2583.971957,-4620.777038,3547.503612,-0.171165,-0.047007,-0.148532
111.216,-2584.006198,-4620.786440,3547.473895,-0.171164,-0.047005,-0.148533
111.416,-2584.040439,-4620.795842,3547.444178,-0.171163,-0.047003,-0.148534
111.616,-2584.074681,-4620.805244,3547.414461,-0.171163,-0.047004,-0.148535
111.816,-2584.108922,-4620.814646,3547.384743,-0.171162,-0.047002,-0.148536
112.016,-2584.143163,-4620.824047,3547.355025,-0.171161,-0.047000,-0.148537
112.216,-2584.177404,-4620.833448,3547.325307,-0.171161,-0.046999,-0.148538
112.416,-2584.211645,-4620.842849,3547.295589,-0.171160,-0.047000,-0.148538
112.616,-2584.245886,-4620.852249,3547.265871,-0.171159,-0.046997,-0.148539
112.816,-2584.280126,-4620.861650,3547.236152,-0.171159,-0.046997,-0.148540
113.016,-2584.314367,-4620.871051,3547.206434,-0.171158,-0.046994,-0.148541
113.216,-2584.348608,-4620.880452,3547.176716,-0.171157,-0.046993,-0.148543
113.416,-2584.382849,-4620.889853,3547.146998,-0.171156,-0.046993,-0.148544
113.616,-2584.417090,-4620.899253,3547.117279,-0.171156,-0.046990,-0.148545
113.816,-2584.451331,-4620.908654,3547.087561,-0.171155,-0.046990,-0.148545
114.016,-2584.485571,-4620.918054,3547.057842,-0.171155,-0.046990,-0.148546
114.216,-2584.519812,-4620.927454,3547.028123,-0.171154,-0.046987,-0.148548
114.416,-2584.554052,-4620.936853,3546.998403,-0.171153,-0.046987,-0.148548
114.616,-2584.588292,-4620.946253,3546.968684,-0.171152,-0.046986,-0.148549
114.816,-2584.622532,-4620.955652,3546.938964,-0.171152,-0.046983,-0.148550
115.016,-2584.656772,-4620.965051,3546.909244,-0.171151,-0.046983,-0.148551
115.216,-2584.691012,-4620.974449,3546.879524,-0.171151,-0.046980,-0.148552
115.416,-2584.725252,-4620.983848,3546.849804,-0.171150,-0.046980,-0.148553
115.616,-2584.759492,-4620.993246,3546.820083,-0.171150,-0.046977,-0.148553
115.816,-2584.793731,-4621.002644,3546.790362,-0.171148,-0.046977,-0.148555
116.016,-2584.827971,-4621.012041,3546.760641,-0.171149,-0.046975,-0.148555
116.216,-2584.862210,-4621.021439,3546.730920,-0.171147,-0.046975,-0.148556
116.416,-2584.896449,-4621.030836,3546.701198,-0.171147,-0.046974,-0.148557
116.616,-2584.930688,-4621.040233,3546.671477,-0.171146,-0.046973,-0.148558
116.816,-2584.964927,-4621.049630,3546.641755,-0.171146,-0.046971,-0.148559
117.016,-2584.999166,-4621.059026,3546.612033,-0.171145,-0.046969,-0.148560
117.216,-2585.033405,-4621.068423,3546.582311,-0.171144,-0.046968,-0.148561
